GUID	Text
118296	"Cassian Industries tiene grandes planes en estos momentos. Te agradecería mucho que te encargaras tú de la entrega mientras yo asisto a una reunión."
118297	"Confío en que trates este asunto con confidencialidad. Cassian Industries ha decidido proceder con una segunda mina, pero hemos perdido el contacto con el equipo de nuestra expedición. ¡Por favor, encuéntralos!"
118298	"¡El equipo ha enfermado por culpa de la radiación y mi jefa está desatada! Si no tenemos que transferir a los pacientes, estaremos encantados de recompensarte."
118299	"Mi superior está aplacando a las partes de la fus...  quiero decir a los medios. Tendremos que darle al siguiente equipo todo lo necesario para hacer frente a las condiciones radioactivas que van a encontrar ahí."
118300	"Es un trabajo bien pagado con seguro completo. ¡Mi superior no duda de que habrá muchos aspirantes para nuestro segundo equipo!" Pero... tú podrías echar una mano, ¿verdad?"
118301	"No ha resultado fácil capear este escándalo. La prensa se ha agarrado al tema de los residuos radioactivos en la zona. Por favor, resuélvelo."
118302	"Apenas hemos conseguido cubrir todos los puestos. Mi superior quiere que escoltemos al nuevo equipo de excavación. Seguro que todo va bien."
118303	"Mi propuesta ha sido aprobada. Una mina automática con un mínimo de personal. Y... Yo me responsabilizo personalmente. Espero que todavía vayas a ayudarme con el equipo de perforación..."
118304	"Esta vez necesitamos un equipo para que controle la perforación por control remoto. Así reducimos mucho los riesgos y el trabajo es más atractivo. Al menos, eso espero..."
118305	"¡He recibido un aviso de que la perforadora se está sobrecalentando y podría averiarse! ¿Qué vamos a hacer? ¿Tienes algo que nos pueda servir? ¡Lo que sea!"
118306	"¡La perforadora es un prototipo experimental y está chupando nuestro suministro energético! Mi superior no responde. ¡Por favor, ayúdame esta vez!"
118307	"Tengo una propuesta. Un cabezal de perforación en forma de diamante reducirá considerablemente los gastos energéticos. Todavía no he podido confirmar esto con mi superior... ¡pero seguro que funciona! ¡Tiene que funcionar!
109047	"Es un placer verte. Tengo una propuesta para ti de parte de Cassian Industries: ¿te interesaría utilizar la materia que compone las estrellas?"
114924	"Durante un tiempo, temí que mi superior tuviera razón al considerar que el proyecto era una utopía. Pero, en lugar de eso, me han asignado más tareas de este tipo."
115320	Alcanza un nivel corporativo de 15 para iniciar la segunda explotación de meteoritos.
115321	Alcanza un nivel corporativo de 30 para iniciar la tercera explotación de meteoritos.
120056	Extraer materiales poco comunes de impactos de meteoritos sobre la superficie lunar.
114866	[NOTIFICATION_CHARACTER_NAME] considera que es el momento adecuado para dejar que todo se desarrolle.
114867	A [NOTIFICATION_CHARACTER_NAME] le gusta la publicidad y está planeando el siguiente evento del hotel.
114868	[NOTIFICATION_CHARACTER_NAME] se retira del proyecto tras haber recopilado toda la información que necesitaba.
115328	[NOTIFICATION_CHARACTER_NAME] anuncia que los primeros huéspedes ya están de camino.
115329	A [NOTIFICATION_CHARACTER_NAME] le complace ver que las cosas van bien.
115330	[NOTIFICATION_CHARACTER_NAME] menciona que es posible que haya incorporado grabadoras de visión en las funciones de los androides.
115331	[NOTIFICATION_CHARACTER_NAME] se alegra de ver a algunos de sus socios en la lista de invitados.
120396	[NOTIFICATION_CHARACTER_NAME] espera poder hablar esta noche de negocios con sus socios, en secreto y en privado.
114869	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167] Ornamental</font>
114870	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167] Ornamental</font>
114871	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167] Ornamental</font>
114872	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167] Ornamental</font>
114873	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167] Ornamental</font>
114874	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168] Ornamental</font>
114875	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168] Ornamental</font>
118311	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168] Ornamental</font>
118312	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168] Ornamental</font>
114876	NO LOCAUnlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168] Ornamental</font>
114877	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
114878	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
118313	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
118314	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
118315	Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
114879	NO LOCA Unlocks <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169] Ornamental</font>
119925	Ajustes de <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003167]</font> elemento decorativo y <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 2002165]</font>
119926	Ajuste de <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003168]</font> elemento decorativo y <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 2002166]</font>
119927	Ajustes de <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 1003169]</font> elemento decorativo y  <font [MINIMAPDOT_COLOR 2001947]>[GUIDNAME 2002167]</font>
115332	[NOTIFICATION_CHARACTER_NAME] se alegra de estar entre los primeros huéspedes de tu recién inaugurado hotel.
115333	[NOTIFICATION_CHARACTER_NAME] temía morir ahí fuera y ha contado sus penas a los demás pasajeros.
120401	[THIRDPARTY_NAME] comenta la exposición y la clientela del hotel.
120405	[THIRDPARTY_NAME] charla sobre las rarezas que ha experimentado durante el viaje.
117869	[NOTIFICATION_CHARACTER_NAME] tiene una propuesta, pero tendrás que aceptarla antes de que te la cuente.
117870	[NOTIFICATION_CHARACTER_NAME] te promete que no te va a molestar mientras no surjan problemas.
117871	[NOTIFICATION_CHARACTER_NAME] está estudiando el siguiente gran paso.
117872	Parece que a [NOTIFICATION_CHARACTER_NAME] no le interesan las finanzas. Sin embargo, la información...
117875	[NOTIFICATION_CHARACTER_NAME] explica que este lugar se remonta a la Primera Oleada de colonización lunar.
117876	[NOTIFICATION_CHARACTER_NAME] desvela que se planificó como zona turística antes de abandonar el proyecto.
117877	[NOTIFICATION_CHARACTER_NAME] tiene planes para este lugar y quiere que reactives el proyecto.
117328	Fase 1 del proyecto completada
117329	Hotel del cráter terminado
117330	Se ha desbloqueado [GUIDNAME 1003167] y [GUIDNAME 2002165]
117331	Fase 2 del proyecto completada
117332	Recorridos de guerra establecidos
117333	Se ha desbloqueado [GUIDNAME 1003168] y [GUIDNAME 2002166]
117334	Fase 3 del proyecto completada
117335	Iniciada la celebración de inauguración
117336	Se ha desbloqueado [GUIDNAME 1003169] y [GUIDNAME 2002167]
114771	"El hotel estaba casi terminado cuando el propietario sufrió un accidente repentino. Pero a la fachada le vendría buen un poco de esplendor, ¿no te parece? Un cebo elegante para los peces dorados."
114772	"Nuestros futuros huéspedes tienen un gusto extraordinario. Nuestro personal de servicios debe poder leer en sus ojos todos y cada uno de sus deseos... y no solo eso. Consígueme recursos humanos para trabajar aquí, ¿de acuerdo?"
114773	"¡Ni siquiera hemos abierto todavía... ... y ya nos están machacando con las vistas en las plataformas de críticas hoteleras! Será mejor que nos deshagamos de los viejos barracones de trabajadores."
114774	"No ha bastado con derrumbar los barracones de trabajadores. Ahora están que no callan con lo de querer la "verdadera vida lunar". Vamos a satisfacer sus ideas románticas. Dales una ciudad lunar grande y auténtica."
114775	"¡Aquí llegan nuestros primeros huéspedes! Por favor, recíbelos como se merecen. Y asegúrate de que el invitado de honor recibe un tratamiento especial."
114776	"Las críticas de nuestro hotel están empeorando. Nuestros huéspedes se quejan de la falta de experiencias exclusivas y extremas. ¿Por qué no les ofrecemos un espectáculo? Vamos a animar un poco las cosas..."
114777	"Dales una guerra y seguro que se animan. Los huéspedes adictos a la adrenalina se mueren de ganas por visitar los lugares de la guerra civil lunar. Vamos a concederles su pequeño deseo suicida. Tienes que prepararles trajes espaciales biomejorados."
114778	"La excursión de la guerra civil es bastante popular, pero deberíamos haber utilizado vehículos en mejores condiciones. Algunos se han roto y los hemos tenido que empujar hasta aquí. Tantas horas atrapados en una caja de acero... Desde luego, eso hace hablar a nuestros huéspedes."
114779	"He organizado una gran fiesta de aniversario. Después de esto, todo el mundo hablará de nuestro hotel. Pero para poder hacerlo, tendremos que ampliar el personal con androides. Nos vendrá bien contar con más pares de ojos y manos."
114780	"Ya me he asegurado de que las invitaciones exclusivas llegan a nuestros invitados especiales. He preparado un menú que hará las delicias de su paladar. Vamos a asegurarnos de que tenemos suficiente comida."
114781	"¡Confirmado! No tenía en mi radar toda esa carne superpocohecha. A mí no me va eso del filete y el vino, o como se llame. Pero, para nuestros invitados, solo queremos lo mejor. Trae las cosas."
118316	"El hotel estaba casi terminado cuando el propietario se quedó en bancarrota repentinamente. Lo único es que a la fachada le vendría bien un poco de esplendor. Un cebo elegante para los peces más gordos."
118317	"Nuestros futuros huéspedes tienen un gusto extraordinario. Nuestro personal de servicios tiene que leer en su mirada todos y cada uno de sus deseos. Consígueme recursos humanos para trabajar aquí, ¿de acuerdo?"
118318	"Sin generadores de escudo no llegaremos muy lejos. Unos cuantos impactos de meteoritos y ya podemos despedirnos de este hotel. Será mejor que nos pongamos ya mismo a construir los generadores."
118319	"Ya tenemos las primeras reservas y pedidos para la 'verdadera vida lunar'. Vamos a satisfacer estas ideas románticas. Dales una ciudad lunar grande y auténtica."
118320	"¡Aquí llegan nuestros primeros huéspedes! Por favor, recíbelos como se merecen. Y asegúrate de que el invitado de honor recibe un tratamiento especial."
118321	"Las críticas de nuestro hotel están empeorando. Los huéspedes protestan por la falta de experiencias exclusivas y extremas. Ya tenemos una idea, pero para ello necesitamos sistemas de navegación."
118322	"Disponible ya: ¡giras por los escenarios de la guerra civil lunar! Les gustará a los invitados amantes de la adrenalina. Tienes que prepararles trajes espaciales biomejorados."
118323	"No los llevamos a zonas de guerra reales, por supuesto. Pero eso no significa que no lo fueran alguna vez. Demuéstrales lo que pueden hacer todavía unas cuantas minas terrestres olvidadas."
118324	"Dales una guerra y se les animará el espíritu, ¿vale? Están sedientos de sangre. Y nosotros tenemos un sustituto. Robots que destrozan robots sería aceptable desde un punto de vista ético. Más o menos..."
118325	"Esta excursión sobre la guerra civil es bastante popular. Pero parece que nuestros vehículos han sufrido una... avería. Tantas horas atrapados en una caja de acero... Desde luego, eso hace hablar a nuestros huéspedes."
118326	"He organizado una gran fiesta de aniversario. Eso hará que nuestro hotel esté en boca de todos. Eso significa que tendremos que ampliar el personal con androides."
118327	"Ya me he asegurado de que las invitaciones exclusivas lleguen a nuestros invitados especiales. He preparado un menú que hará las delicias de su paladar. Asegúrate de que tenemos suficiente comida."
118328	"No tenía en mi radar toda la carne superpocohecha. A mí no me va eso del filete y el vino, o como se llame. Pero, para nuestros invitados, solo queremos lo mejor. Trae las cosas."
118329	"Madre mía, esta gente está hincando el diente que no veas... Que no paren de llegar filetes, de lo contrario tendremos quejas de clientes. Y yo me pregunto: ¿qué tiene la carne de especial?"
118330	"Pasemos al plato fuerte: un buffet en gravedad cero. No te preocupes, nosotros no tenemos que pagar los gastos de lavandería. Pero vamos a marcar tendencia, te lo digo yo."
118331	"A ver, este castillo hinchable con glamur está consumiendo más energía de la que esperaba. Si la alta sociedad se cae de culo, sufrirá su animada conversación."
109048	"¿Qué se puede hacer con esta vieja ruina? Tengo una idea... ¡Aunque no hay garantía de satisfacción ni se te devuelve el dinero! ¡Y tendrás que invertir mucho antes de obtener beneficios!"
114925	Puedes quedarte tú todos los beneficios. No tengo ningún problema con mi papel de... observadora silenciosa.
115322	Alcanza un nivel corporativo de 15 para iniciar la segunda ampliación del hotel.
115323	Alcanza un nivel corporativo de 30 para iniciar la tercera ampliación del hotel.
120057	Crea y abastece a la atracción turística más grande del espacio exterior.
108452	"¡Una raya de boli en el formulario y... bum! ¡Tus proveedores esparcen tu mercancía por todas partes!"
108453	"¡Le dan al viejo Nic donde más le duele! Tráeme a esos zánganos y te puedes quedar la... tasa de aviso."
108454	"Digamos que es un... mensaje especial en una botella con un contenido muy querido por mí."
108617	"¡Una entrega de mercancía anticipada! Pensé en ahorrar un poco de tiempo y probar un método de envío más barato."
108462	"La empresa de suministros me ha decepcionado. ¡Pero yo sé que tú no decepcionarías al viejo Nic!"
108463	"Cuando me preguntaron por un proveedor bueno y fiable, que no haga preguntas... adivina a quién recomendé."
108466	"¡Amotinados! ¡Puñado de desagradecidos! Pero yo soy una persona razonable... Arrástralos hasta aquí y hablaremos de subidas. A mi manera."
108467	"¡Eso lleva por todas partes la marca de los Cinco Grandes! ¡Pero Nic siempre da resultados! O sus buenos amigos..."
108470	"¡Pensaba que el viejo Nic no lo vería venir! La bodega de carga está llena de... sustancias inestables. ¡Vamos a activar la trampa!”
108471	"No era mi intención hacer nada malo cuando le dije que tú estás detrás de la pérdida. Pero parece... disgustado.”
108474	"Tantos barcos perdidos por la violencia de hoy. Sería una pérdida si su mercancía quedara sin saquear... digo... sin entregar."
108475	"¡Acaba de lanzar mis cajas por la borda! ¡Total, por unos cheques sin fondo! Ah, menos mal que tengo uno de esos sofisticados dispositivos de seguimiento."
108456	"Es... es prácticamente mío. El papeleo... lleva un poco de retraso. Recógelo, no pasará nada."
108460	"Se va a lanzar en unas pocas semanas. Pero tengo a uno de mis clientes en ascuas, ¿me comprendes?
108618	"Hay cosas que uno, simplemente, no robaría. Y alguien va a aprender hoy esa lección."
108464	"He enviado esa mercancía una y otra vez y siempre la confiscan. Pero si lleva tu etiqueta a lo mejor... quizá...”
108465	"Lo sabía, qué peste... Es... uf, asegúrate de que llega a su destino. El destinatario comprenderá el mensaje.”
108468	"¿Por qué los agentes de Union siempre van a por mis barcos? No tengo nada que esconder... dime, ¿hasta dónde llega tu discreción?”
108469	"¡No es robado, lo he...encontrado! ¡Y he encontrado a un cliente! Pero parece que alguien lo está echando mucho en falta."
108472	"Si ella da la alarma, tendré que hacer públicas todas mis relaciones empresariales. No te interesa que eso suceda."
108473	"¡Bah, entrega gratuita! Esperemos que este nuevo proyecto no se encuentre con una serie de... sucesos desafortunados."
121241	"Mis clientes han decidido presentarse por las buenas y de mal humor. ¿Crees que podrías ayudar a llevarles las cosas?"
121243	"Los Cinco Grandes han estado muy competitivos últimamente... Vamos a interceptar unas entregas, estarán muy ocupados echándose la culpa unos a otros."
108626	"¡Un socio comercial! ¡Ha venido hasta aquí! ¿Puedes... esto... recogerlo mientras yo preparo los documentos?"
108627	"¡Oh no ... parece que he perdido ese envío! ¡Pero si solicito un equipo de recuperación, todo el mundo sabrá que he metido la pata!"
108628	"Entrega exprés. He dicho que no me importaba adónde llegaba mientras se hiciera rápido... bueno."
108629	"¡Por qué han tenido que elegir mi carguero! La tripulación ha sobrevivido, pero tenemos que recuperar lo que quede de la mercancía."
108630	"Union ha reducido otra vez el suministro del Fondo de Protección del Arca. ¿Podrías contribuir, solo por esta vez?"
108631	"Tengo que ganarme a este cliente. Las guías del buen hacer hablan de hacer regalos. Vale la pena intentarlo."
108632	"Vaya, el transportador debería haber llegado. Eso es lo que les pasa a los Custodiadores por ser tan tacaños."
108633	"¡Una señal de auxilio! Viene de un barco de cazadores furtivos. Pero no podemos abandonar a esta gente..."
108634	"No me gusta la violencia, pero las órdenes de los Custodiadores son violentas. Aquí no se permite la presencia de barcos de asalto. ¿Podrías...?"
108635	"¡No me lo estoy inventando! ¡Hay una flota entera en este sector! ¡Pero nadie me cree!"
108636	"¡Tengo que comprobar un caché de datos para el Dr. Meticuloso y ni siquiera sé por dónde empezar!"
108637	"Los otros Custodiadores dijeron que era muy importante. Solo alguien como yo podría hacerlo. Pero necesito ayuda."
108638	"Quería instalar dispositivos de seguimiento antirrobo, pero los asaltantes se nos han adelantado. En los dos sentidos."
108639	"Un compañero me convenció para que probara su nuevo sistema de detección. Tengo mucho que hacer pero ¿cómo puedo negarme?"
108640	"No, solo he oído cosas buenas de este comerciante. Se olvidó de proporcionarme información en los papeles, pero eso puede pasarle a cualquiera."
108641	"Que nos deban una seguro que beneficia a los Custodiadores, y necesitamos algo así desesperadamente."
108642	"Le dije que no fuera. Y ahora, un amigo mío está atrapado en aguas hostiles. Te agradecería que me guardaras el secreto... ¿vale?"
108643	"Esos contaminadores han ido directos a nuestra trampa. ¿Por qué los Cinco Grandes no nos dejan en paz?"
108644	"¿Por qué Global Union no hace nada sobre estas amenazas piratas? A veces me pregunto si se han olvidado de nosotros."
108645	"¡Increíble! ¡Colegas Custodiadores haciendo tratos con cazadores furtivos! Sé dónde están, pero tienes que intentar pasar desapercibido."
121244	"¿Tienes un minuto? Estas entregas me están estresando, ¡no tengo ni idea cómo organizar esto!"
121245	"¡La caza furtiva se está yendo de las manos! No puedo pillar a esos desgraciados, tienen sistemas de vigilancia y están cambiando de lugar constantemente."
108647	"Uno de nuestros agentes necesita una forma de escapar. ¿Puedo confiarte su seguridad?"
108648	"Mis contactos han traído suministros. No podían arriesgarse a enviar las coordenadas, pero conocemos la zona."
108649	"Han tenido que abandonar los suministros médicos para escapar de los sabuesos de la Guardia Orbital. ¡Y los necesito lo antes posible!"
108650	"He descubierto un lugar perfecto para reabastecerse. Me he encargado de que los agentes de la zona saquen los alijos de LEC, pero todavía hay que recogerlos."
108651	"Acaban de llegar más refugiados y nos falta de todo. Un pequeño donativo nos vendría de perlas."
108652	"Mi contacto de la Guardia tiene que sustituir el envío que nos mandó; si no lo hace, tendrá problemas. No la vamos a decepcionar, ¿verdad?"
108654	"Uno de nuestros rovers está dando problemas otra vez. Si logras traerlo hasta aquí, lo arreglaremos nosotros."
108655	"¡Maldita sea, sus sistemas de soporte vital! ¡No hay tiempo que perder! ¡Tenemos que llegar ahora mismo hasta ese rover fugitivo!"
108656	"¿Un vehículo intacto abandonado? ¿Ahí? Evidentemente, se trata de una trampa de la Guardia Orbital y no pienso caer en ella."
108657	"Necesito una buena distracción. Es un riesgo, pero vale la pena correrlo por sus planes de ruta."
108658	"Gran parte de mi mercancía comercial procede de instalaciones abandonadas de la Primera Oleada. No podemos permitirnos ser escrupulosos. ¡Mantén los ojos bien abiertos!"
108659	"Ahora, podemos recoger los alijos sin peligro. Después de que yo haya interferido en el campo de minas que Drake había colocado. Una barbarie."
108660	"La Guardia Orbital ha encontrado una de mis guaridas. Recupéralo todo antes de que se den cuenta de lo que han encontrado."
108661	"¡Sí, ve a por más! La Guardia Orbital roba a quienes ya no tienen nada."
108662	"¡Mierda, drones de vigilancia! Pero mis contrabandistas han arriesgado mucho para llegar hasta aquí, ahora no vamos a volar esto."
108663	"Bien, la entrega de suministros ha llegado. Pero un movimiento inconsciente y la Guardia nos pillará. Cuento contigo."
108664	"Nuestro convoy ha ido directo a la trampa de la Guardia Orbital. Tenemos suerte de que nadie haya resultado herido, así que asegúrate de que todo siga así."
108665	"Los han capturado antes de que llegaran a la frontera. Sácalos de ahí antes de que Drake los interrogue."
108666	"Este operativo hace tiempo que ha dejado de responder. Ahora sabemos por qué."
108667	"¡Observadores! Destrúyelos antes de que puedan pedir refuerzos. Esta gente confía mucho en Drake, incluso después de todo lo que ha hecho..."
120895	Test Text
120896	Test Text
120897	Test Text
120898	Test Text
121246	"He llenado de suministros unos cuantos vehículos averiados. ¿Podrías remolcarlos hacia los refugiados que vayan pasando? No tienen tiempo para desviarse."
121247	"La Guardia ha puesto cebos muy evidentes, unos vehículos abandonados atiborrados de objetos. ¿Podrías traérnoslos sin dar la alarma?"
108681	"He enviado a uno de mis chicos a buscar mi último prototipo. ¡Pero el imbécil se ha perdido!"
108682	"Mi dron de entrega ha tenido un pequeño... desacuerdo con su mercancía. Ahora, está todo tirado por todas partes."
108685	"¡Ah, un producto de calidad! Ese desactivador de minas ha acabado hecho pedazos. Voy a construir algo mejor con los restos."
108686	"Pensaba enviar a uno de esos vagos a recogerlo y, de repente, todos se han marchado y están fingiendo estar ocupados."
108687	"Lo he puesto en esa lista de pedidos, pero lo necesito ahora. ¡No puedo esperar a que todos esos burócratas se terminen el café!"
108688	"Hace mucho tiempo que rompí todo vínculo con los Cinco Grandes, pero algunos de sus subordinados son buena gente. Al menos, para el negocio."
108689	"Haz todos los estudios que quieras, pero no hay nada como una prueba real, Y para ver si has ganado mucho."
108690	"Uno de mis ingenieros ha preparado un combustible de primera para los barcos. Se ha chupado todos los depósitos. ¡Ahora necesita que alguien la lleve!"
108691	"Este barco lleva conmigo una eternidad. Sus defectos son insalvables. Un entierro como es debido, ¿qué te parece?"
108692	"¡Han aparecido esos cabrones con la intención de robarme los planos! ¡Dales su merecido!"
108693	"¿Has oído hablar de las cápsulas del tiempo y del geocaching? ¡Me vendría bien un poco de ayuda, pero ni una palabra a mi equipo!"
108694	"Si dejas esos dosieres por un momento, tus drones caen en picado."
108695	"Me he olvidado un par de piezas ahí fuera. Y, por lo que tú dices, los Cinco Grandes ya les habrán echado el guante."
108696	"No se lo digas a la Beaumont. Algunas piezas son difíciles de encontrar para... quienes siguen las reglas al pie de la letra."
108697	"Es una historia muy larga. Solo estoy atando cabos sueltos. No seas rigorista y ayúdame, ¿vale?"
108698	"Tenemos aquí unos planos de armas confidenciales. Union tiene normas de seguridad muy estrictas para la entrega."
108699	"Qué belleza. No podemos dejarla en manos de esos fracasados. Espero que quieras participar."
108700	"¿Por qué todos esos ladrones ineptos van tras mis barcos? Debe de ser porque son los mejores."
108701	"¡Todavía no había acabado con él! Y prefiero verlo en el fondo del mar que dejar que esa escoria lo toque."
108702	"No te pongas en su línea de fuego, con todas esas armas. ¡Pero ha llegado la hora de mandarlos a tomar viento!"
108714	"Verás, no se me da bien el trato cara a cara. Y en la página de tu empresa pone que estás haciendo encargos de recogidas y entregas, así que..."
108715	"Lei Sheng debe de pensar que los sistemas de interferencias camuflados son una novedad para mí pero, con el apoyo adecuado, soy un profesional del escondite."
108716	"Vaya, mira lo que se ha dejado Cassian. Seguro que quieren recuperarlo. Manda también una... felicitación."
108717	"¡Regalitos! Parece que los Reyes Magos existen. O, al menos, el contacto de Ibarra que trajo su hardware de seguridad."
108718	"Parte del control del mercado de una empresa consiste en saber qué mercancía va a escasear dentro de un mes. Sí... saber."
108719	"Será recompensado. Puede que no con la misma mercancía con la que pagas a Papadakis, pero lo será."
108720	Oh, una señal de auxilio. De un vehículo de personal funcionario de Union. Vamos a ayudarlos y a ser buenos ciudadanos, ¿vale?"
108721	"¿Podrías ayudar a escapar a uno de mis mejores agentes? Supone una gran pérdida para mí, pero me tomo muy en serio los derechos de mis empleados."
108722	"¡Acaba de llegar y el dispositivo de seguimiento ya está infestado! No voy a arriesgarme a conducirlo otra vez."
108723	"¿Podrías provocar un alboroto? Es un buen control de la realidad para ver lo rápido que responde mi sistema de tecnología de refuerzo."
108724	"Ese tal Goodwin es un buen hombre. Cuando tengas los balances financieros de los Cinco Grandes que él dejó en el punto acordado, borraré el archivo."
108725	"Ibarra Fox pensaba que estaba siendo muy sigilosa con sus drones submarinos. Pero ¿qué hay en un océano?"
108726	"Hay muchos rumores sobre lo que Saayman está transportando aquí. Pesticidas, compuestos genéticos... ¡Hay que echar un vistazo!"
108727	"Toma unos cuantos datos climáticos de aquí y unos barriles de crudo de ahí. ¡Los Custodiadores no echarán nada en falta!"
108728	"Usoyev no ha sido muy agradable últimamente, al menos no con sus contratistas. Pero ya hay un aviso en camino."
108729	"El impuesto de valor añadido de Union se ha vuelto demasiado alto, es ridículo. ¿Por qué no nos ahorramos todas esas molestias financieras?"
108730	"No te lo vas a creer, pero mi contacto ha sido lo bastante estúpido para que lo pillen. No puedo arriesgarme a que el líder de Cassian venga a por mí."
108731	"Esas cosas pasan. Las reuniones entre el jefe y los empleados no siempre salen bien. Pero tu intervención puede ayudarte a ganártelo."
108732	"Se acaba de filtrar. Uno de tus hombres está a punto de contactar con los matones de Drake. "¿De verdad vas a correr ese riesgo?"
108733	"Es imposible que me hayan seguido hasta aquí por casualidad. Pero no voy a ceder. ¿Te importa que te mande de avanzadilla?"
121248	"Saayman ha establecido puestos de medición, pero apuesto lo que quieras a que están falsificando los datos. Quiero... desfalsificarlos."
108741	"Uno de tus científicos está falsificando permisos mineros para empresas privadas. Entrégalo y quizá seamos razonables."
108742	"El descuido de los Cinco Grandes es... inconcebible. Esperamos que nos ayudes a deshacernos de sus residuos industriales."
108743	"Hemos encontrado cajas abandonadas en el océano. Mercancía que no se ha almacenado correctamente... Debe de ser cosa de Jorgensen."
108744	"Nos hemos enfrentado a los contrabandistas, pero han tirado la mercancía por la borda. Sin pruebas no puede haber juicio."
108745	"Confío en que tu producción se ajuste a las directrices. Nos gustaría ver una muestra de tus productos."
108746	"Primero, Union privatiza el Ártico y ahora externaliza el contrato de suministro. Tenemos que conseguir nuestros suministros en alguna parte."
108747	"¡Un contrabandista de minerales! ¡En tu territorio! Dime, ¿tú no tienes nada que ver? ¡Entonces, tráenos el barco!"
108748	"La tecnología es falible, especialmente a estas temperaturas. Tal y como está, ya no se moverá por su cuenta."
108749	"Un barco sin bandera está amenazando nuestra línea de suministro. Me temo que solo responderán ante la fuerza."
108750	"Es una tragedia tener que hundir a estos agresores. Pero es mucho peor dejar nuestras tierras más vulnerables de lo que ya son."
108751	"Necesitamos extraer registros climáticos de un antiguo asentamiento del Ártico. Ahora está bajo el agua, por supuesto."
108752	"Nuestros drones han encontrado irregularidades en el campo magnético de la zona. Necesitamos asegurarnos de que no se trata de un centro ilegal de residuos tecnológicos."
108753	"Me alegro de que la Guardia Orbital se haya conformado con la carga y no la tripulación. Pero todavía necesitamos la mercancía."
108754	"Nos han robado varios sistemas de vigilancia térmica. ¿Quién iba a querer esa tecnología?"
108755	"Este transporte de animales en riego de extinción debe mantenerse confidencial. Últimamente, la caza furtiva se ha convertido en un negocio rentable."
108756	"Nos han arrinconado y no pienso correr riesgos. Deja a Global Union fuera de esto. ¿Queda claro?"
108757	"Por favor, escolta a estos supuestos comerciantes. No pueden esperar que me crea esa tontería de que se han "olvidado de renovar la licencia".
108758	"¡La Guardia Orbital! Ha tomado de rehenes a nuestros científicos, pero están postergando las negociaciones. ¡Tenemos que confiar en ti!"
108759	"Nuestra jefa de seguridad no se ha presentado hoy a trabajar. Su casa estaba vacía y faltaban algunos discos duros. ¿Qué podemos hacer?"
108760	"La pesca irresponsable es un acto deleznable. No tengo ningún problema en acabar con esos barcos sin tripulación."
108900	"¿Tu socio? ¡Ha tenido que ausentarse por un tiempo! Lejos de los otros hombres de negocios acaparadores. Así que hemos hecho un viaje con él."
108901	"Te estoy vigilando. No pienses que no sé cada paso que das."
108903	"¡Ni se te ocurra tocar esos suministros! ¡Y menos cuando nos estamos deslomando mientras tú te rodeas de lujo!"
108905	"¿Estás haciendo negocios con Goodwin y Union? ¿De verdad te crees que para ellos eres algo más que algo que se puede ordeñar?"
108907	"Deberías sacar a tu gente de ese espacio abierto y expuesto..."
108908	"Te sugiero que dejes en paz esos barcos. Pero parece ser que es un concepto demasiado ajeno a ti..."
108909	"No nos vamos a achicar ante ti ni nos rebajaremos ante tus caprichos corporativos. Me pregunto cuál será tu respuesta..."
108910	"¡Aparta tus avariciosas manos de esto! Aunque seguro que la tentación de robarle a alguien es demasiado poderosa."
108911	"¿Sigues colonizando nuestras tierras? No recogerás más que destrucción. He arado una buena cantidad de tus campos."
108915	"¿Interferir con los transmisores? Un incordio... si puedes colocarlos en el punto adecuado. Pero lo dudo."
